Brand Name,Percentage Share of Brand,Quarter,Registered Users Count,State,Year
Oppo,0.126570910860238,1,2339620.0,bihar,2022
Infinix,0.020947317499734,1,387204.0,bihar,2022
Tecno,0.015182536782665,1,280644.0,bihar,2022
Motorola,0.011931137703494,1,220543.0,bihar,2022
Huawei,0.011631483795913,1,215004.0,bihar,2022
Apple,0.008574678525293,1,158500.0,bihar,2022
Others,0.06521575892829601,1,1205491.0,bihar,2022
Xiaomi,0.23826911485139302,1,20555.0,chandigarh,2018
Samsung,0.200143738118421,1,17266.0,chandigarh,2018
Vivo,0.108499095840867,1,9360.0,chandigarh,2018
Oppo,0.09213149719478801,1,7948.0,chandigarh,2018
Apple,0.08754115083229001,1,7552.0,chandigarh,2018
OnePlus,0.042170909259516005,1,3638.0,chandigarh,2018
Motorola,0.035992488524134,1,3105.0,chandigarh,2018
Realme,0.034717392312329,1,2995.0,chandigarh,2018
Lenovo,0.022777855056336,1,1965.0,chandigarh,2018
Micromax,0.018059999072657002,1,1558.0,chandigarh,2018
Others,0.11969675893726502,1,10326.0,chandigarh,2018
Xiaomi,0.24181775575208903,2,27862.0,chandigarh,2018
Samsung,0.20042701290585702,2,23093.0,chandigarh,2018
Vivo,0.11608328487489,2,13375.0,chandigarh,2018
Oppo,0.09658997214001101,2,11129.0,chandigarh,2018
Apple,0.086461434312049,2,9962.0,chandigarh,2018
OnePlus,0.038760968243084004,2,4466.0,chandigarh,2018
Motorola,0.033970091738341,2,3914.0,chandigarh,2018
Realme,0.033510098160893,2,3861.0,chandigarh,2018
Lenovo,0.021793280622119,2,2511.0,chandigarh,2018
Micromax,0.017783525286628,2,2049.0,chandigarh,2018
Others,0.11280257596403301,2,12997.0,chandigarh,2018
Xiaomi,0.24220775159319702,3,34852.0,chandigarh,2018
Samsung,0.198856094459077,3,28614.0,chandigarh,2018
Vivo,0.12446748625714901,3,17910.0,chandigarh,2018
Oppo,0.10033149632018201,3,14437.0,chandigarh,2018
Apple,0.08619599285580201,3,12403.0,chandigarh,2018
OnePlus,0.035985072241179,3,5178.0,chandigarh,2018
Realme,0.032412973528941,3,4664.0,chandigarh,2018
Motorola,0.031898702508113004,3,4590.0,chandigarh,2018
Lenovo,0.020334554147873003,3,2926.0,chandigarh,2018
Micromax,0.016644312093013,3,2395.0,chandigarh,2018
Others,0.11066556399546801,3,15924.0,chandigarh,2018
Xiaomi,0.24475799872852902,4,43505.0,chandigarh,2018
Samsung,0.19925512104283002,4,35417.0,chandigarh,2018
Vivo,0.132587329181364,4,23567.0,chandigarh,2018
Oppo,0.10519446179119701,4,18698.0,chandigarh,2018
Apple,0.085464170984601,4,15191.0,chandigarh,2018
OnePlus,0.034864160857848006,4,6197.0,chandigarh,2018
Realme,0.032242456975363,4,5731.0,chandigarh,2018
Motorola,0.030121464778589003,4,5354.0,chandigarh,2018
Lenovo,0.017710566141763,4,3148.0,chandigarh,2018
Huawei,0.015966514202771002,4,2838.0,chandigarh,2018
Others,0.10183575531513801,4,18101.0,chandigarh,2018
Xiaomi,0.24417353890283203,1,51075.0,chandigarh,2019
Samsung,0.19891956495757102,1,41609.0,chandigarh,2019
Vivo,0.1389076132425,1,29056.0,chandigarh,2019
Oppo,0.11040994382693901,1,23095.0,chandigarh,2019
Apple,0.08404446038006401,1,17580.0,chandigarh,2019
OnePlus,0.032891119875702,1,6880.0,chandigarh,2019
Realme,0.031982789530297005,1,6690.0,chandigarh,2019
Motorola,0.028717580972869004,1,6007.0,chandigarh,2019
Lenovo,0.016283016612883002,1,3406.0,chandigarh,2019
Huawei,0.016082227799689,1,3364.0,chandigarh,2019
Others,0.097588143898649,1,20413.0,chandigarh,2019
Xiaomi,0.242706050183206,2,58356.0,chandigarh,2019
Samsung,0.19991349157166602,2,48067.0,chandigarh,2019
Vivo,0.144697823564396,2,34791.0,chandigarh,2019
Oppo,0.11414121669113501,2,27444.0,chandigarh,2019
Apple,0.08335170251082301,2,20041.0,chandigarh,2019
OnePlus,0.031588053518771,2,7595.0,chandigarh,2019
Realme,0.031567258223499005,2,7590.0,chandigarh,2019
Motorola,0.026929907377754,2,6475.0,chandigarh,2019
Huawei,0.015870969351893,2,3816.0,chandigarh,2019
Lenovo,0.014951817300853001,2,3595.0,chandigarh,2019
Others,0.094281709705996,2,22669.0,chandigarh,2019
Xiaomi,0.24097674470799002,3,64422.0,chandigarh,2019
Samsung,0.20051844675447,3,53606.0,chandigarh,2019
Vivo,0.149463037290012,3,39957.0,chandigarh,2019
Oppo,0.11767544335426801,3,31459.0,chandigarh,2019
Apple,0.08259612399331101,3,22081.0,chandigarh,2019
Realme,0.031795075129892006,3,8500.0,chandigarh,2019
OnePlus,0.030938478399922004,3,8271.0,chandigarh,2019
Motorola,0.025323842191690003,3,6770.0,chandigarh,2019
Huawei,0.015919981147390003,3,4256.0,chandigarh,2019
Lenovo,0.013900058727374001,3,3716.0,chandigarh,2019
Others,0.09089276830367601,3,24299.0,chandigarh,2019
Xiaomi,0.23977001968300002,4,69435.0,chandigarh,2019
Samsung,0.200217548948513,4,57981.0,chandigarh,2019
Vivo,0.154028108705411,4,44605.0,chandigarh,2019
Oppo,0.120415069581131,4,34871.0,chandigarh,2019
Apple,0.08167063779826601,4,23651.0,chandigarh,2019
Realme,0.033184847543078,4,9610.0,chandigarh,2019
OnePlus,0.030215131737974004,4,8750.0,chandigarh,2019
Motorola,0.024009806968472002,4,6953.0,chandigarh,2019
Huawei,0.015742946924962,4,4559.0,chandigarh,2019
Lenovo,0.013042577437066001,4,3777.0,chandigarh,2019
Others,0.087703304672122,4,25398.0,chandigarh,2019
Xiaomi,0.23842153876639102,1,74599.0,chandigarh,2020
Samsung,0.19890887125383902,1,62236.0,chandigarh,2020
Vivo,0.159367439363092,1,49864.0,chandigarh,2020
Oppo,0.12365806185619702,1,38691.0,chandigarh,2020
Apple,0.08088862752367401,1,25309.0,chandigarh,2020
Realme,0.034386216109969,1,10759.0,chandigarh,2020
OnePlus,0.029470703480809,1,9221.0,chandigarh,2020
Motorola,0.022883660874373,1,7160.0,chandigarh,2020
Huawei,0.015363373997641,1,4807.0,chandigarh,2020
Lenovo,0.012343114287266001,1,3862.0,chandigarh,2020
Others,0.084308392486744,1,26379.0,chandigarh,2020
Xiaomi,0.236065895448504,2,79401.0,chandigarh,2020
Samsung,0.198399885833548,2,66732.0,chandigarh,2020
Vivo,0.16452455916587103,2,55338.0,chandigarh,2020
Oppo,0.12758100912439602,2,42912.0,chandigarh,2020
Apple,0.07897107485929801,2,26562.0,chandigarh,2020
Realme,0.035228080190039,2,11849.0,chandigarh,2020
OnePlus,0.028291873667686002,2,9516.0,chandigarh,2020
Motorola,0.021727302728399,2,7308.0,chandigarh,2020
Huawei,0.015034889148538,2,5057.0,chandigarh,2020
HMD Global,0.011654491884965,2,3920.0,chandigarh,2020
Others,0.08252093794874901,2,27756.0,chandigarh,2020
Xiaomi,0.232955861749423,3,84467.0,chandigarh,2020
Samsung,0.198771056957207,3,72072.0,chandigarh,2020
Vivo,0.170479993822189,3,61814.0,chandigarh,2020
Oppo,0.13026906571646002,3,47234.0,chandigarh,2020
Apple,0.078016922788398,3,28288.0,chandigarh,2020
Realme,0.036432534998400004,3,13210.0,chandigarh,2020
OnePlus,0.027311990468520002,3,9903.0,chandigarh,2020
Motorola,0.020844594967290003,3,7558.0,chandigarh,2020
Huawei,0.014691605899809002,3,5327.0,chandigarh,2020
HMD Global,0.011495140490032,3,4168.0,chandigarh,2020
Others,0.078731232142266,3,28547.0,chandigarh,2020
Xiaomi,0.23045615505286102,4,90201.0,chandigarh,2020
Samsung,0.19968983295946302,4,78159.0,chandigarh,2020
Vivo,0.174483012350473,4,68293.0,chandigarh,2020
Oppo,0.131961512715826,4,51650.0,chandigarh,2020
Apple,0.078162605198747,4,30593.0,chandigarh,2020
Realme,0.037570068625096,4,14705.0,chandigarh,2020
OnePlus,0.026729551714094003,4,10462.0,chandigarh,2020
Motorola,0.019877261741125002,4,7780.0,chandigarh,2020
Huawei,0.014412292221296,4,5641.0,chandigarh,2020
HMD Global,0.01124163903097,4,4400.0,chandigarh,2020
Others,0.075416068390044,4,29518.0,chandigarh,2020
Xiaomi,0.22889870904147103,1,96137.0,chandigarh,2021
Samsung,0.198698565231263,1,83453.0,chandigarh,2021
Vivo,0.178200848575469,1,74844.0,chandigarh,2021
Oppo,0.133810161000766,1,56200.0,chandigarh,2021
Apple,0.07835037309701401,1,32907.0,chandigarh,2021
Realme,0.039621617245796006,1,16641.0,chandigarh,2021
OnePlus,0.026178696089028,1,10995.0,chandigarh,2021
Motorola,0.019021519150091003,1,7989.0,chandigarh,2021
Huawei,0.013938161610293001,1,5854.0,chandigarh,2021
HMD Global,0.010931004433354001,1,4591.0,chandigarh,2021
Others,0.07235034452545,1,30387.0,chandigarh,2021
Xiaomi,0.22685544349625003,2,101761.0,chandigarh,2021
Samsung,0.196985099382039,2,88362.0,chandigarh,2021
Vivo,0.182414417306474,2,81826.0,chandigarh,2021
Oppo,0.135253649358408,2,60671.0,chandigarh,2021
Apple,0.078830154356491,2,35361.0,chandigarh,2021
Realme,0.043243893956822,2,19398.0,chandigarh,2021
OnePlus,0.026544233701613,2,11907.0,chandigarh,2021
Motorola,0.01793023193601,2,8043.0,chandigarh,2021
Huawei,0.013192976824233002,2,5918.0,chandigarh,2021
HMD Global,0.010252534710146,2,4599.0,chandigarh,2021
Others,0.068497364971509,2,30726.0,chandigarh,2021
Xiaomi,0.22439813263456201,3,107815.0,chandigarh,2021
Samsung,0.19298884617545903,3,92724.0,chandigarh,2021
Vivo,0.187038335938459,3,89865.0,chandigarh,2021
Oppo,0.1374486693044,3,66039.0,chandigarh,2021
Apple,0.07884061832024501,3,37880.0,chandigarh,2021
Realme,0.04773312409072,3,22934.0,chandigarh,2021
OnePlus,0.027458930240205,3,13193.0,chandigarh,2021
Motorola,0.016996105839575,3,8166.0,chandigarh,2021
Huawei,0.012279821755265001,3,5900.0,chandigarh,2021
HMD Global,0.009357640442656,3,4496.0,chandigarh,2021
Others,0.06545977525844801,3,31451.0,chandigarh,2021
Xiaomi,0.22058145801926202,4,112958.0,chandigarh,2021
Vivo,0.18966709106957302,4,97127.0,chandigarh,2021
Samsung,0.18960850784624603,4,97097.0,chandigarh,2021
Oppo,0.139183974754536,4,71275.0,chandigarh,2021
Apple,0.08142677487638901,4,41698.0,chandigarh,2021
Realme,0.052916272857220004,4,27098.0,chandigarh,2021
OnePlus,0.028080891714770004,4,14380.0,chandigarh,2021
Motorola,0.016090858673832,4,8240.0,chandigarh,2021
Huawei,0.011320231520898,4,5797.0,chandigarh,2021
HMD Global,0.008808964014278001,4,4511.0,chandigarh,2021
Others,0.062314974652992,4,31911.0,chandigarh,2021
Xiaomi,0.21803567174900101,1,118077.0,chandigarh,2022
Vivo,0.19143789389325802,1,103673.0,chandigarh,2022
Samsung,0.18512452243471902,1,100254.0,chandigarh,2022
Oppo,0.140947541219723,1,76330.0,chandigarh,2022
Apple,0.083242698259991,1,45080.0,chandigarh,2022
Realme,0.057078860823305,1,30911.0,chandigarh,2022
OnePlus,0.028721316076661,1,15554.0,chandigarh,2022
Motorola,0.015470437578132,1,8378.0,chandigarh,2022
Huawei,0.010732177513022,1,5812.0,chandigarh,2022
HMD Global,0.008363047480468,1,4529.0,chandigarh,2022
Others,0.060845832971716,1,32951.0,chandigarh,2022
Xiaomi,0.23813014988303502,1,161753.0,chhattisgarh,2018
Samsung,0.18507558927837903,1,125715.0,chhattisgarh,2018
Vivo,0.15202506245739802,1,103265.0,chhattisgarh,2018
Oppo,0.092744636466287,1,62998.0,chhattisgarh,2018
Micromax,0.07869116969421201,1,53452.0,chhattisgarh,2018
Realme,0.059058126233874006,1,40116.0,chhattisgarh,2018
OnePlus,0.023348835428987,1,15860.0,chhattisgarh,2018
Apple,0.022698130179326002,1,15418.0,chhattisgarh,2018
Lenovo,0.019518213122163,1,13258.0,chhattisgarh,2018
Motorola,0.017934143328872002,1,12182.0,chhattisgarh,2018
Others,0.11077594392746201,1,75246.0,chhattisgarh,2018
Xiaomi,0.24111394535461603,2,229221.0,chhattisgarh,2018
Samsung,0.18372314408183602,2,174661.0,chhattisgarh,2018
Vivo,0.160092565808504,2,152196.0,chhattisgarh,2018
Oppo,0.09557840481762901,2,90864.0,chhattisgarh,2018
Micromax,0.07684329555315901,2,73053.0,chhattisgarh,2018
Realme,0.0578199700213,2,54968.0,chhattisgarh,2018
Apple,0.021095537381334,2,20055.0,chhattisgarh,2018
OnePlus,0.021035579982643,2,19998.0,chhattisgarh,2018
Lenovo,0.018412180818891,2,17504.0,chhattisgarh,2018
Motorola,0.016973203250322002,2,16136.0,chhattisgarh,2018
Others,0.10731217292976,2,102019.0,chhattisgarh,2018
Xiaomi,0.24514695448812202,3,298538.0,chhattisgarh,2018
Samsung,0.18310926660710503,3,222989.0,chhattisgarh,2018
Vivo,0.168990270916544,3,205795.0,chhattisgarh,2018
Oppo,0.09821710111414701,3,119608.0,chhattisgarh,2018
Micromax,0.07636607893630401,3,92998.0,chhattisgarh,2018
Realme,0.057913830933361006,3,70527.0,chhattisgarh,2018
OnePlus,0.019551778957326002,3,23810.0,chhattisgarh,2018
Apple,0.019351416333823,3,23566.0,chhattisgarh,2018
Motorola,0.015905014977927002,3,19369.0,chhattisgarh,2018
Lenovo,0.01551168015556,3,18890.0,chhattisgarh,2018
Others,0.099936606579777,3,121702.0,chhattisgarh,2018
Xiaomi,0.23930410038493702,4,378100.0,chhattisgarh,2018
Samsung,0.17730275607943802,4,280138.0,chhattisgarh,2018
Vivo,0.174136296375058,4,275135.0,chhattisgarh,2018
Oppo,0.09842607395705501,4,155513.0,chhattisgarh,2018
Micromax,0.09747987022768301,4,154018.0,chhattisgarh,2018
Realme,0.057618427365097,4,91037.0,chhattisgarh,2018
Apple,0.017802554180448002,4,28128.0,chhattisgarh,2018
OnePlus,0.017585465298057,4,27785.0,chhattisgarh,2018
Motorola,0.014544322208002001,4,22980.0,chhattisgarh,2018
Lenovo,0.014079764657929001,4,22246.0,chhattisgarh,2018
Others,0.09172036926629001,4,144918.0,chhattisgarh,2018
Xiaomi,0.238062484218643,1,454437.0,chhattisgarh,2019
Vivo,0.18028726521794203,1,344150.0,chhattisgarh,2019
Samsung,0.176306434393037,1,336551.0,chhattisgarh,2019
Oppo,0.10068164983147301,1,192191.0,chhattisgarh,2019
Micromax,0.09808853066009801,1,187241.0,chhattisgarh,2019
Realme,0.05737341649475201,1,109520.0,chhattisgarh,2019
Apple,0.017166448914504,1,32769.0,chhattisgarh,2019
OnePlus,0.016708069262998,1,31894.0,chhattisgarh,2019
Motorola,0.013603660331772,1,25968.0,chhattisgarh,2019
Lenovo,0.012958785644911002,1,24737.0,chhattisgarh,2019
Others,0.08876325502986501,1,169440.0,chhattisgarh,2019
Xiaomi,0.238204599952717,2,521922.0,chhattisgarh,2019
Vivo,0.185303865789528,2,406013.0,chhattisgarh,2019
Samsung,0.177148474760687,2,388144.0,chhattisgarh,2019
Oppo,0.10294669352726,2,225563.0,chhattisgarh,2019
Micromax,0.09493871932657401,2,208017.0,chhattisgarh,2019
Realme,0.057649107785890004,2,126313.0,chhattisgarh,2019
Apple,0.016950196844823,2,37139.0,chhattisgarh,2019
OnePlus,0.016050634713879002,2,35168.0,chhattisgarh,2019
Motorola,0.013099103358821002,2,28701.0,chhattisgarh,2019
Lenovo,0.012425458658023001,2,27225.0,chhattisgarh,2019
Others,0.08528314528179401,2,186861.0,chhattisgarh,2019
Xiaomi,0.23908177957157403,3,582178.0,chhattisgarh,2019
Vivo,0.190437353032248,3,463726.0,chhattisgarh,2019
Samsung,0.174498102303928,3,424913.0,chhattisgarh,2019
Oppo,0.10439176397441001,3,254200.0,chhattisgarh,2019
Micromax,0.092550978251852,3,225367.0,chhattisgarh,2019
Realme,0.059701247362485006,3,145376.0,chhattisgarh,2019
Apple,0.016764282411342,3,40822.0,chhattisgarh,2019
OnePlus,0.015728578128323,3,38300.0,chhattisgarh,2019
Motorola,0.012545902397396001,3,30550.0,chhattisgarh,2019
Lenovo,0.010872430964683,3,26475.0,chhattisgarh,2019
Others,0.08342758160175201,3,203151.0,chhattisgarh,2019
Xiaomi,0.23837118016068,4,649776.0,chhattisgarh,2019
Vivo,0.19623133643934101,4,534907.0,chhattisgarh,2019
Samsung,0.173540482042628,4,473054.0,chhattisgarh,2019
Oppo,0.10669320224513001,4,290835.0,chhattisgarh,2019
Micromax,0.089267764774936,4,243335.0,chhattisgarh,2019
Realme,0.06214681389632701,4,169406.0,chhattisgarh,2019
Apple,0.016276826002421002,4,44369.0,chhattisgarh,2019
OnePlus,0.015080157012362,4,41107.0,chhattisgarh,2019
Motorola,0.011942477713782,4,32554.0,chhattisgarh,2019
Lenovo,0.010133167027403,4,27622.0,chhattisgarh,2019
Others,0.080316592684984,4,218935.0,chhattisgarh,2019
Xiaomi,0.23591648165564702,1,711639.0,chhattisgarh,2020
Vivo,0.203532121968369,1,613952.0,chhattisgarh,2020
Samsung,0.17293991321693,1,521671.0,chhattisgarh,2020
Oppo,0.10901256991991001,1,328835.0,chhattisgarh,2020
Micromax,0.084194296212779,1,253971.0,chhattisgarh,2020
Realme,0.06509293757937601,1,196352.0,chhattisgarh,2020
Apple,0.015876083669513,1,47890.0,chhattisgarh,2020
OnePlus,0.014429367671732002,1,43526.0,chhattisgarh,2020
Motorola,0.01140863527673,1,34414.0,chhattisgarh,2020
Lenovo,0.009755056129862001,1,29426.0,chhattisgarh,2020
Others,0.07784253669914701,1,234811.0,chhattisgarh,2020
Xiaomi,0.234118185896406,2,796390.0,chhattisgarh,2020
Vivo,0.20995055940367902,2,714180.0,chhattisgarh,2020
Samsung,0.170335465822842,2,579423.0,chhattisgarh,2020
Oppo,0.110913560387317,2,377290.0,chhattisgarh,2020
Micromax,0.08312711036794401,2,282770.0,chhattisgarh,2020
Realme,0.06691178243080201,2,227611.0,chhattisgarh,2020
Apple,0.014944183101299002,2,50835.0,chhattisgarh,2020
OnePlus,0.013396408457287,2,45570.0,chhattisgarh,2020
Motorola,0.010774451752645001,2,36651.0,chhattisgarh,2020
Lenovo,0.009084393551615,2,30902.0,chhattisgarh,2020
Others,0.07644389882815901,2,260036.0,chhattisgarh,2020
Xiaomi,0.231586103649379,3,879885.0,chhattisgarh,2020
Vivo,0.22051773628686303,3,837832.0,chhattisgarh,2020
Samsung,0.168072683323042,3,638573.0,chhattisgarh,2020
Oppo,0.111775955378053,3,424680.0,chhattisgarh,2020
Micromax,0.0791598958358,3,300759.0,chhattisgarh,2020
Realme,0.069578610859754,3,264356.0,chhattisgarh,2020
Apple,0.014401537511587001,3,54717.0,chhattisgarh,2020
OnePlus,0.012714159603683,3,48306.0,chhattisgarh,2020
Motorola,0.010235074825248,3,38887.0,chhattisgarh,2020
Lenovo,0.008586913780279001,3,32625.0,chhattisgarh,2020
Others,0.073371328946308,3,278766.0,chhattisgarh,2020
Xiaomi,0.22958162802901003,4,962085.0,chhattisgarh,2020
Vivo,0.227057169126814,4,951506.0,chhattisgarh,2020
Samsung,0.166560595962249,4,697989.0,chhattisgarh,2020
Oppo,0.11310406311648301,4,473974.0,chhattisgarh,2020
Micromax,0.07516869298699601,4,315002.0,chhattisgarh,2020
Realme,0.07219179301489201,4,302527.0,chhattisgarh,2020
Apple,0.014123749791497001,4,59187.0,chhattisgarh,2020
OnePlus,0.012253850939280001,4,51351.0,chhattisgarh,2020
Motorola,0.009805992028351002,4,41093.0,chhattisgarh,2020
Lenovo,0.008193335514404,4,34335.0,chhattisgarh,2020
Others,0.07195912949001801,4,301552.0,chhattisgarh,2020
Vivo,0.23459630869160603,1,1059097.0,chhattisgarh,2021
Xiaomi,0.22945094650608602,1,1035868.0,chhattisgarh,2021
Samsung,0.16425642328550502,1,741544.0,chhattisgarh,2021
Oppo,0.113409284777157,1,511992.0,chhattisgarh,2021
Realme,0.074965594585153,1,338436.0,chhattisgarh,2021
Micromax,0.06983042167427,1,315253.0,chhattisgarh,2021
Apple,0.014120562598584002,1,63748.0,chhattisgarh,2021
OnePlus,0.012146944402665,1,54838.0,chhattisgarh,2021
Motorola,0.009340020746249001,1,42166.0,chhattisgarh,2021
Huawei,0.007766220826833,1,35061.0,chhattisgarh,2021
Others,0.07011727190588801,1,316548.0,chhattisgarh,2021
Vivo,0.241722287631627,2,1169224.0,chhattisgarh,2021
Xiaomi,0.227737952121693,2,1101581.0,chhattisgarh,2021
Samsung,0.161007679259384,2,778803.0,chhattisgarh,2021
Oppo,0.11387011311634801,2,550796.0,chhattisgarh,2021
Realme,0.08209644091291,2,397105.0,chhattisgarh,2021
Micromax,0.062621987965818,2,302906.0,chhattisgarh,2021
Apple,0.014301470626238,2,69177.0,chhattisgarh,2021
OnePlus,0.012631652937582002,2,61100.0,chhattisgarh,2021
Motorola,0.008628183884615,2,41735.0,chhattisgarh,2021
Huawei,0.0070755862813220004,2,34225.0,chhattisgarh,2021
Others,0.068306645262458,2,330403.0,chhattisgarh,2021
Vivo,0.25102034465828804,3,1306833.0,chhattisgarh,2021
Xiaomi,0.22576066771108502,3,1175329.0,chhattisgarh,2021
Samsung,0.153083008264945,3,796963.0,chhattisgarh,2021
Oppo,0.116268196978765,3,605302.0,chhattisgarh,2021
Realme,0.08918603695215001,3,464310.0,chhattisgarh,2021
Micromax,0.05451813685680001,3,283826.0,chhattisgarh,2021
Apple,0.014425045773368,3,75098.0,chhattisgarh,2021
OnePlus,0.014251979030687001,3,74197.0,chhattisgarh,2021
Motorola,0.007961646412159,3,41449.0,chhattisgarh,2021
Infinix,0.007458965318269,3,38832.0,chhattisgarh,2021
Others,0.066065972043478,3,343945.0,chhattisgarh,2021
Vivo,0.255753096632618,4,1423389.0,chhattisgarh,2021
Xiaomi,0.22340494918588302,4,1243356.0,chhattisgarh,2021
Samsung,0.14761742965253102,4,821562.0,chhattisgarh,2021
Oppo,0.117027800472232,4,651316.0,chhattisgarh,2021
Realme,0.099132312193681,4,551719.0,chhattisgarh,2021
Micromax,0.04721820090662401,4,262792.0,chhattisgarh,2021
OnePlus,0.015716521177594003,4,87470.0,chhattisgarh,2021
Apple,0.015696756488792003,4,87360.0,chhattisgarh,2021
Infinix,0.008554336992615,4,47609.0,chhattisgarh,2021
Tecno,0.008025901085638,4,44668.0,chhattisgarh,2021
Others,0.061852695211788,4,344240.0,chhattisgarh,2021
Vivo,0.258801604404693,1,1531319.0,chhattisgarh,2022
Xiaomi,0.21994179106470302,1,1301387.0,chhattisgarh,2022
Samsung,0.14263876337870002,1,843988.0,chhattisgarh,2022
Oppo,0.11866581510339501,1,702141.0,chhattisgarh,2022
Realme,0.10646478825870201,1,629948.0,chhattisgarh,2022
Micromax,0.043257510063020005,1,255953.0,chhattisgarh,2022
OnePlus,0.016813529783278002,1,99485.0,chhattisgarh,2022
Apple,0.016318343149464003,1,96555.0,chhattisgarh,2022
Tecno,0.009760753873483,1,57754.0,chhattisgarh,2022
Infinix,0.009041972728905001,1,53501.0,chhattisgarh,2022
Others,0.058295128191651,1,344930.0,chhattisgarh,2022
Xiaomi,0.24390701866386202,1,12990.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Samsung,0.19007473055691101,1,10123.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Vivo,0.161083780840437,1,8579.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Oppo,0.10558038228998401,1,5623.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Realme,0.056479777685981,1,3008.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Lenovo,0.03218295842878,1,1714.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Motorola,0.028671748845243,1,1527.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Apple,0.026963085358068004,1,1436.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
OnePlus,0.020466408802433,1,1090.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Micromax,0.015903713996019,1,847.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Others,0.11868639453227602,1,6321.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Xiaomi,0.24657840969520503,2,17620.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Samsung,0.186473173052702,2,13325.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Vivo,0.17078563631783703,2,12204.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Oppo,0.10614626773769201,2,7585.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Realme,0.05585098939237,2,3991.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Lenovo,0.029625794172800004,2,2117.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Motorola,0.027078843516471003,2,1935.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Apple,0.025357552688292002,2,1812.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
OnePlus,0.01858434325058,2,1328.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Huawei,0.015841473312995,2,1132.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Others,0.11767751686305201,2,8409.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Xiaomi,0.243271412596219,3,22407.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Samsung,0.18635934293810402,3,17165.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Vivo,0.18219027869760102,3,16781.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Oppo,0.107212263997307,3,9875.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Realme,0.05537038444417901,3,5100.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Lenovo,0.027392054892679003,3,2523.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Motorola,0.025817798864364003,3,2378.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Apple,0.023298989219060002,3,2146.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
OnePlus,0.016773969405148,3,1545.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Huawei,0.016437404323232003,3,1514.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Others,0.115876100622102,3,10673.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Xiaomi,0.24441469045841102,4,28477.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Vivo,0.19233377106024302,4,22409.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Samsung,0.18470359021894903,4,21520.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Oppo,0.10899400056647,4,12699.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Realme,0.055694312125035006,4,6489.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Lenovo,0.025156422998686003,4,2931.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Motorola,0.024126477328320003,4,2811.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Apple,0.021852013972929,4,2546.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Huawei,0.017414664709769,4,2029.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
OnePlus,0.015406270652556002,4,1795.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Others,0.10990378590862601,4,12805.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
Xiaomi,0.24521105513335,1,34460.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
Vivo,0.198410326473685,1,27883.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
Samsung,0.18358096376625901,1,25799.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
Oppo,0.111725443315401,1,15701.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
Realme,0.055232971849827006,1,7762.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
