Place Name,Quarter,State,Total Amount,Total Transactions count,Year
virudhunagar district,4,tamil-nadu,7070008076.062214,3538938.0,2022
dindigul district,4,tamil-nadu,12201984709.7585,6357637.0,2022
sivaganga district,4,tamil-nadu,4894047781.374544,2386560.0,2022
tenkasi district,4,tamil-nadu,4139835704.6142645,1883458.0,2022
chengalpattu district,4,tamil-nadu,143850411731.0355,109159290.0,2022
kanniyakumari district,4,tamil-nadu,8142588843.674078,3950782.0,2022
tirunelveli district,4,tamil-nadu,7605241924.228041,4027170.0,2022
thiruvallur district,4,tamil-nadu,41018657465.028946,27335584.0,2022
theni district,4,tamil-nadu,6887377073.070898,3444290.0,2022
ranipet district,4,tamil-nadu,6482440332.589866,3737957.0,2022
namakkal district,4,tamil-nadu,12192052206.51393,6710663.0,2022
vellore district,4,tamil-nadu,11677039040.34467,6821759.0,2022
thiruvarur district,4,tamil-nadu,2670800447.304533,1293487.0,2022
narayanpet district,1,telangana,42264263.62486112,38804.0,2018
nalgonda district,1,telangana,267825160.50370252,204137.0,2018
jangaon district,1,telangana,81262680.16798872,80758.0,2018
bhadradri kothagudem district,1,telangana,235828536.8619343,129015.0,2018
warangal rural district,1,telangana,79204912.70098737,104385.0,2018
kumuram bheem asifabad district,1,telangana,29592040.66740245,26226.0,2018
nizamabad district,1,telangana,174181538.057294,140986.0,2018
adilabad district,1,telangana,51488627.324255854,35960.0,2018
rajanna sircilla district,1,telangana,96136732.16955988,68682.0,2018
nagarkurnool district,1,telangana,157664183.85690182,83679.0,2018
peddapalle district,1,telangana,199610181.1780959,169274.0,2018
nirmal district,1,telangana,86249120.42652902,63804.0,2018
mahabubabad district,1,telangana,81345319.08381961,73810.0,2018
sangareddy district,1,telangana,399236233.1575477,291510.0,2018
wanaparthy district,1,telangana,93331113.3949422,53432.0,2018
vikarabad district,1,telangana,97615071.47672468,70973.0,2018
jagtial district,1,telangana,119523180.7146184,93840.0,2018
yadadri bhuvanagiri district,1,telangana,154266151.70031402,119620.0,2018
medak district,1,telangana,89096759.16651198,74192.0,2018
mahbubnagar district,1,telangana,141574548.6424824,96136.0,2018
jaya shankar bhalupally district,1,telangana,76221067.1244818,53916.0,2018
warangal urban district,1,telangana,421074106.98973614,349165.0,2018
rangareddy district,1,telangana,2677304926.137567,1459174.0,2018
hyderabad district,1,telangana,4287223789.76588,2545507.0,2018
suryapet district,1,telangana,149966933.68164492,122502.0,2018
jogulamba gadwal district,1,telangana,62386167.39526133,50179.0,2018
kamareddy district,1,telangana,101353626.96050589,84914.0,2018
mulugu district,1,telangana,42538489.479959294,26582.0,2018
medchal malkajgiri district,1,telangana,1912837340.5006711,1131530.0,2018
karimnagar district,1,telangana,271526470.0733862,224324.0,2018
mancherial district,1,telangana,184652405.3695281,127357.0,2018
siddipet district,1,telangana,197965017.999628,144429.0,2018
khammam district,1,telangana,245857422.1874744,183964.0,2018
narayanpet district,2,telangana,89720060.39030397,47939.0,2018
nalgonda district,2,telangana,552006649.1379006,246677.0,2018
jangaon district,2,telangana,159864210.6172798,88566.0,2018
bhadradri kothagudem district,2,telangana,504562629.3259425,189793.0,2018
warangal rural district,2,telangana,164179709.4877996,118577.0,2018
kumuram bheem asifabad district,2,telangana,71492908.14953437,46393.0,2018
nizamabad district,2,telangana,441558654.5928928,176790.0,2018
adilabad district,2,telangana,111298713.5800789,54205.0,2018
rajanna sircilla district,2,telangana,177087238.58279282,82594.0,2018
nagarkurnool district,2,telangana,295093168.4117268,113222.0,2018
peddapalle district,2,telangana,413454435.3323817,214900.0,2018
nirmal district,2,telangana,173547534.1275003,74066.0,2018
mahabubabad district,2,telangana,179040419.14033023,91024.0,2018
sangareddy district,2,telangana,717109835.7001467,370126.0,2018
wanaparthy district,2,telangana,187147837.5948974,75180.0,2018
vikarabad district,2,telangana,183439927.22003382,93946.0,2018
jagtial district,2,telangana,246501745.5451079,109063.0,2018
yadadri bhuvanagiri district,2,telangana,291976845.0186141,144108.0,2018
medak district,2,telangana,177030599.57923818,91916.0,2018
mahbubnagar district,2,telangana,282509191.5883919,133679.0,2018
jaya shankar bhalupally district,2,telangana,185124228.2245341,75108.0,2018
warangal urban district,2,telangana,729207663.2999268,385360.0,2018
rangareddy district,2,telangana,4360690897.522386,1939856.0,2018
hyderabad district,2,telangana,6628159910.681627,3156805.0,2018
suryapet district,2,telangana,348270594.8171373,151331.0,2018
jogulamba gadwal district,2,telangana,121956513.7026067,64504.0,2018
kamareddy district,2,telangana,220088004.12138888,106971.0,2018
mulugu district,2,telangana,79124501.43852144,34133.0,2018
medchal malkajgiri district,2,telangana,3122661501.184857,1459884.0,2018
karimnagar district,2,telangana,526580356.2041131,253264.0,2018
mancherial district,2,telangana,358913706.5436819,158011.0,2018
siddipet district,2,telangana,385342488.413329,177205.0,2018
khammam district,2,telangana,532458838.3757037,239474.0,2018
narayanpet district,3,telangana,118885419.5993077,64340.0,2018
nalgonda district,3,telangana,645159574.9435833,336447.0,2018
jangaon district,3,telangana,200582619.240067,146075.0,2018
bhadradri kothagudem district,3,telangana,597006763.4882138,269836.0,2018
warangal rural district,3,telangana,231352138.6100927,252723.0,2018
kumuram bheem asifabad district,3,telangana,96999114.92917183,65966.0,2018
nizamabad district,3,telangana,500986414.1607836,236227.0,2018
adilabad district,3,telangana,147924241.5617306,82446.0,2018
rajanna sircilla district,3,telangana,252835234.79050452,139296.0,2018
nagarkurnool district,3,telangana,329169979.6499027,145768.0,2018
peddapalle district,3,telangana,548785775.8472054,334825.0,2018
nirmal district,3,telangana,443226269.8771687,594160.0,2018
mahabubabad district,3,telangana,192701061.4628427,121114.0,2018
sangareddy district,3,telangana,1010420934.838168,545979.0,2018
wanaparthy district,3,telangana,216332721.7053638,100020.0,2018
vikarabad district,3,telangana,235307091.56088713,129624.0,2018
jagtial district,3,telangana,297447637.5977055,178792.0,2018
yadadri bhuvanagiri district,3,telangana,405998913.44494295,229027.0,2018
medak district,3,telangana,210873693.1720719,121635.0,2018
mahbubnagar district,3,telangana,366312876.89418334,192249.0,2018
jaya shankar bhalupally district,3,telangana,230411969.49964207,105682.0,2018
warangal urban district,3,telangana,1158736730.4521062,952314.0,2018
rangareddy district,3,telangana,6264254849.276553,3664948.0,2018
hyderabad district,3,telangana,9503554478.108147,5786941.0,2018
suryapet district,3,telangana,383135272.8857628,192967.0,2018
jogulamba gadwal district,3,telangana,156030687.5594576,84122.0,2018
kamareddy district,3,telangana,253015072.01284918,143897.0,2018
mulugu district,3,telangana,93679044.09567732,47313.0,2018
medchal malkajgiri district,3,telangana,4630531106.9738035,2684484.0,2018
karimnagar district,3,telangana,773038295.5637382,567417.0,2018
mancherial district,3,telangana,445471278.85699046,256904.0,2018
siddipet district,3,telangana,478439233.4826859,259391.0,2018
khammam district,3,telangana,611486713.5820062,299774.0,2018
narayanpet district,4,telangana,202257814.5056423,100907.0,2018
nalgonda district,4,telangana,1111613192.988738,520637.0,2018
jangaon district,4,telangana,346124038.9874708,222293.0,2018
bhadradri kothagudem district,4,telangana,918355288.6277654,362410.0,2018
warangal rural district,4,telangana,336634711.51748514,262203.0,2018
kumuram bheem asifabad district,4,telangana,160813736.5722501,97325.0,2018
nizamabad district,4,telangana,926234374.6704977,370417.0,2018
adilabad district,4,telangana,247273348.0021167,118804.0,2018
rajanna sircilla district,4,telangana,395621217.05300003,185776.0,2018
nagarkurnool district,4,telangana,573964533.5419514,222915.0,2018
peddapalle district,4,telangana,777939864.6081892,390467.0,2018
nirmal district,4,telangana,388513382.9418751,202583.0,2018
mahabubabad district,4,telangana,341056970.7816761,200557.0,2018
sangareddy district,4,telangana,1617023609.733318,868099.0,2018
wanaparthy district,4,telangana,317042568.6052689,140124.0,2018
vikarabad district,4,telangana,380435826.3112845,193959.0,2018
jagtial district,4,telangana,472342175.3929453,257697.0,2018
yadadri bhuvanagiri district,4,telangana,679809155.5793705,323192.0,2018
medak district,4,telangana,383629859.5226607,210913.0,2018
mahbubnagar district,4,telangana,570068792.8662198,269148.0,2018
jaya shankar bhalupally district,4,telangana,360390222.87813485,158929.0,2018
warangal urban district,4,telangana,1553820916.036761,917418.0,2018
rangareddy district,4,telangana,9396311751.227482,5803319.0,2018
hyderabad district,4,telangana,14727846731.54825,9360515.0,2018
suryapet district,4,telangana,651181371.4555665,311173.0,2018
jogulamba gadwal district,4,telangana,248514480.2040692,137597.0,2018
kamareddy district,4,telangana,478682154.98524994,239765.0,2018
mulugu district,4,telangana,148653956.4218364,64094.0,2018
medchal malkajgiri district,4,telangana,7288821271.332444,4598129.0,2018
karimnagar district,4,telangana,1058366451.91861,597642.0,2018
mancherial district,4,telangana,666703141.0461618,335091.0,2018
siddipet district,4,telangana,824913162.382491,414378.0,2018
khammam district,4,telangana,958128373.8025743,462678.0,2018
narayanpet district,1,telangana,309771672.0671499,174965.0,2019
nalgonda district,1,telangana,1769178906.714807,995740.0,2019
jangaon district,1,telangana,666835161.5200422,459535.0,2019
bhadradri kothagudem district,1,telangana,1347048006.2547,584648.0,2019
warangal rural district,1,telangana,652015911.9018332,543456.0,2019
kumuram bheem asifabad district,1,telangana,267180135.0513123,162055.0,2019
nizamabad district,1,telangana,1347187035.361902,705541.0,2019
adilabad district,1,telangana,363233268.9047559,202558.0,2019
rajanna sircilla district,1,telangana,591748358.9669632,336361.0,2019
nagarkurnool district,1,telangana,919667216.3119978,394508.0,2019
peddapalle district,1,telangana,1232197525.065666,670381.0,2019
nirmal district,1,telangana,513648129.4548651,316131.0,2019
mahabubabad district,1,telangana,589964630.444792,367401.0,2019
sangareddy district,1,telangana,2801488635.4475703,1782207.0,2019
wanaparthy district,1,telangana,539178838.0241383,256316.0,2019
vikarabad district,1,telangana,628307802.9188868,339769.0,2019
jagtial district,1,telangana,774232192.3382726,458055.0,2019
yadadri bhuvanagiri district,1,telangana,1153306717.151112,650221.0,2019
medak district,1,telangana,604006323.838034,424439.0,2019
mahbubnagar district,1,telangana,949702543.7309991,505837.0,2019
jaya shankar bhalupally district,1,telangana,602186464.5833509,271387.0,2019
warangal urban district,1,telangana,2836690647.897726,1953906.0,2019
rangareddy district,1,telangana,17677048557.63252,12952050.0,2019
hyderabad district,1,telangana,34892156029.40753,24838664.0,2019
suryapet district,1,telangana,1022801622.5667241,570175.0,2019
jogulamba gadwal district,1,telangana,415838239.1276528,261453.0,2019
kamareddy district,1,telangana,728765333.386263,494329.0,2019
mulugu district,1,telangana,286242139.7004626,117826.0,2019
medchal malkajgiri district,1,telangana,13392043971.075241,10127087.0,2019
karimnagar district,1,telangana,1693944274.3067381,1088155.0,2019
mancherial district,1,telangana,1094451064.2941868,589535.0,2019
siddipet district,1,telangana,1380114923.832825,841516.0,2019
khammam district,1,telangana,1481079756.385542,854495.0,2019
narayanpet district,2,telangana,419237051.78531796,178965.0,2019
nalgonda district,2,telangana,2323581176.516111,982589.0,2019
jangaon district,2,telangana,880333999.3660778,451178.0,2019
bhadradri kothagudem district,2,telangana,1800936282.3850582,658827.0,2019
warangal rural district,2,telangana,894990099.3555229,525201.0,2019
kumuram bheem asifabad district,2,telangana,319016878.8360514,146390.0,2019
nizamabad district,2,telangana,1812827883.320552,782289.0,2019
adilabad district,2,telangana,451538835.9327014,187419.0,2019
rajanna sircilla district,2,telangana,702215438.8801969,311530.0,2019
nagarkurnool district,2,telangana,1115389468.3856611,427374.0,2019
peddapalle district,2,telangana,1566326735.528246,657490.0,2019
nirmal district,2,telangana,604053955.6960329,237118.0,2019
mahabubabad district,2,telangana,820743447.1629949,398457.0,2019
sangareddy district,2,telangana,3684548498.973757,1920044.0,2019
wanaparthy district,2,telangana,701368465.7621387,270228.0,2019
vikarabad district,2,telangana,741826384.7097802,349574.0,2019
jagtial district,2,telangana,1013323553.163802,424736.0,2019
yadadri bhuvanagiri district,2,telangana,1571831637.512603,698908.0,2019
medak district,2,telangana,805791072.4725859,415222.0,2019
mahbubnagar district,2,telangana,1270311793.6391451,550333.0,2019
jaya shankar bhalupally district,2,telangana,779327294.8465207,290519.0,2019
warangal urban district,2,telangana,3832142348.1167383,2185190.0,2019
rangareddy district,2,telangana,25359412038.382957,16348519.0,2019
hyderabad district,2,telangana,73949377453.0185,43511186.0,2019
suryapet district,2,telangana,1389837609.216139,565731.0,2019
jogulamba gadwal district,2,telangana,525141870.7237575,250255.0,2019
kamareddy district,2,telangana,967447713.1913474,454684.0,2019
mulugu district,2,telangana,357195912.4863805,129404.0,2019
medchal malkajgiri district,2,telangana,17462610963.47037,11891107.0,2019
karimnagar district,2,telangana,2218679006.703639,1090639.0,2019
mancherial district,2,telangana,1433729477.429565,571186.0,2019
siddipet district,2,telangana,1837834819.208163,821209.0,2019
khammam district,2,telangana,2063514016.2549322,926878.0,2019
narayanpet district,3,telangana,507773417.4610101,247799.0,2019
nalgonda district,3,telangana,2779870436.4339104,1306394.0,2019
jangaon district,3,telangana,1100060362.232588,617113.0,2019
bhadradri kothagudem district,3,telangana,2217033879.641263,950852.0,2019
warangal rural district,3,telangana,1188972512.9217641,777266.0,2019
kumuram bheem asifabad district,3,telangana,415529444.8170771,201674.0,2019
nizamabad district,3,telangana,2214953316.8489103,1143733.0,2019
adilabad district,3,telangana,520200887.31998867,253240.0,2019
rajanna sircilla district,3,telangana,866012869.1522946,431892.0,2019
nagarkurnool district,3,telangana,1468968267.901211,637843.0,2019
peddapalle district,3,telangana,1872281816.47437,894357.0,2019
nirmal district,3,telangana,729433727.9040974,396272.0,2019
mahabubabad district,3,telangana,1039765449.449596,571751.0,2019
sangareddy district,3,telangana,4722370404.5866785,2699670.0,2019
wanaparthy district,3,telangana,815418253.2839947,346164.0,2019
vikarabad district,3,telangana,915569514.3744655,481649.0,2019
jagtial district,3,telangana,1234356051.1108751,575677.0,2019
yadadri bhuvanagiri district,3,telangana,1868628041.048559,930865.0,2019
medak district,3,telangana,962334534.8570547,533338.0,2019
mahbubnagar district,3,telangana,1631760142.94401,783236.0,2019
jaya shankar bhalupally district,3,telangana,982616709.6752173,430844.0,2019
warangal urban district,3,telangana,5206094337.716869,3280635.0,2019
rangareddy district,3,telangana,33663962263.15596,23655175.0,2019
hyderabad district,3,telangana,96365182751.25804,55159072.0,2019
suryapet district,3,telangana,1573223461.2177022,716286.0,2019
jogulamba gadwal district,3,telangana,743159787.4650824,372312.0,2019
kamareddy district,3,telangana,1130608367.836775,617048.0,2019
mulugu district,3,telangana,444083132.24720377,184715.0,2019
medchal malkajgiri district,3,telangana,23256556346.30645,17492750.0,2019
karimnagar district,3,telangana,2911171015.4164953,1604219.0,2019
mancherial district,3,telangana,1753500369.2869582,772975.0,2019
siddipet district,3,telangana,2226176148.8370986,1075629.0,2019
khammam district,3,telangana,2602393109.2431,1352931.0,2019
narayanpet district,4,telangana,781969185.7695559,348020.0,2019
nalgonda district,4,telangana,4432868129.214613,1934313.0,2019
jangaon district,4,telangana,1768140547.05079,899519.0,2019
bhadradri kothagudem district,4,telangana,3333736227.921642,1404330.0,2019
warangal rural district,4,telangana,1916370719.945121,1122699.0,2019
kumuram bheem asifabad district,4,telangana,636251308.4070561,315212.0,2019
nizamabad district,4,telangana,3627249339.2387323,1638281.0,2019
adilabad district,4,telangana,791642341.6090925,395004.0,2019
rajanna sircilla district,4,telangana,1301541778.6067421,600689.0,2019
nagarkurnool district,4,telangana,2233923658.115257,933585.0,2019
peddapalle district,4,telangana,2960713411.626886,1360978.0,2019
nirmal district,4,telangana,1133229683.1589458,528301.0,2019
mahabubabad district,4,telangana,1675353014.2975852,850549.0,2019
sangareddy district,4,telangana,6643761917.41535,3687957.0,2019
wanaparthy district,4,telangana,1216946623.313059,507428.0,2019
vikarabad district,4,telangana,1424370972.654364,688709.0,2019
jagtial district,4,telangana,1885810564.1351793,853526.0,2019
yadadri bhuvanagiri district,4,telangana,2917661179.13682,1376210.0,2019
medak district,4,telangana,1468382159.4114661,746346.0,2019
mahbubnagar district,4,telangana,2409813569.408011,1133602.0,2019
jaya shankar bhalupally district,4,telangana,1456148257.685816,636364.0,2019
warangal urban district,4,telangana,7877138784.222425,4698981.0,2019
rangareddy district,4,telangana,44757331443.56837,31237803.0,2019
hyderabad district,4,telangana,130230415629.3025,72987282.0,2019
suryapet district,4,telangana,2378054140.977039,1055324.0,2019
jogulamba gadwal district,4,telangana,1114452481.268934,521737.0,2019
kamareddy district,4,telangana,1897721264.830763,896879.0,2019
mulugu district,4,telangana,653079691.2296635,276728.0,2019
medchal malkajgiri district,4,telangana,31417907129.79307,22999944.0,2019
karimnagar district,4,telangana,4404111000.947509,2289360.0,2019
mancherial district,4,telangana,2827258423.448954,1219849.0,2019
siddipet district,4,telangana,3271349293.2839108,1508776.0,2019
khammam district,4,telangana,3902061676.7459917,1917973.0,2019
narayanpet district,1,telangana,1067253461.191257,455130.0,2020
nalgonda district,1,telangana,6345459438.726553,2636023.0,2020
jangaon district,1,telangana,2902674909.8656845,1358798.0,2020
bhadradri kothagudem district,1,telangana,4548915939.10561,1849454.0,2020
warangal rural district,1,telangana,2762397108.679994,1380277.0,2020
kumuram bheem asifabad district,1,telangana,924829748.6767044,431200.0,2020
nizamabad district,1,telangana,4951415940.342635,2202642.0,2020
adilabad district,1,telangana,1199179008.426102,521578.0,2020
rajanna sircilla district,1,telangana,1821242659.873993,771444.0,2020
nagarkurnool district,1,telangana,3566283298.107549,1379087.0,2020
peddapalle district,1,telangana,3975776398.2863264,1794982.0,2020
nirmal district,1,telangana,1616088714.4239542,654090.0,2020
mahabubabad district,1,telangana,2380623170.982039,1131336.0,2020
sangareddy district,1,telangana,8691296108.435516,4610027.0,2020
wanaparthy district,1,telangana,1719603962.789602,705583.0,2020
vikarabad district,1,telangana,2067670438.777204,966022.0,2020
jagtial district,1,telangana,2555776130.80616,1100444.0,2020
yadadri bhuvanagiri district,1,telangana,3614895962.8076024,1677327.0,2020
medak district,1,telangana,1971427872.1806421,969091.0,2020
mahbubnagar district,1,telangana,3050397769.100156,1439754.0,2020
jaya shankar bhalupally district,1,telangana,2203226556.5045834,837146.0,2020
warangal urban district,1,telangana,12008422912.49641,6200767.0,2020
rangareddy district,1,telangana,45881228273.95146,31802492.0,2020
hyderabad district,1,telangana,183207208610.8178,94177232.0,2020
suryapet district,1,telangana,3295595248.437059,1427044.0,2020
jogulamba gadwal district,1,telangana,1613421876.4137528,692408.0,2020
kamareddy district,1,telangana,2474184242.60747,1148492.0,2020
mulugu district,1,telangana,1155104119.6616402,436187.0,2020
medchal malkajgiri district,1,telangana,37404467180.931694,25458101.0,2020
karimnagar district,1,telangana,6437076498.978258,3037633.0,2020
mancherial district,1,telangana,4017582988.96637,1708111.0,2020
siddipet district,1,telangana,4387174573.1338415,1912271.0,2020
khammam district,1,telangana,5525879243.728758,2537352.0,2020
narayanpet district,2,telangana,1503742472.3621743,695607.0,2020
nalgonda district,2,telangana,8540610042.867538,3786127.0,2020
jangaon district,2,telangana,3498060215.345204,1759512.0,2020
bhadradri kothagudem district,2,telangana,5623659100.95859,2391943.0,2020
warangal rural district,2,telangana,3918025398.086573,2026328.0,2020
kumuram bheem asifabad district,2,telangana,1322968097.13605,589630.0,2020
nizamabad district,2,telangana,6638415628.443302,2750473.0,2020
adilabad district,2,telangana,1524883392.405419,680275.0,2020
rajanna sircilla district,2,telangana,2223196910.7411313,1005107.0,2020
nagarkurnool district,2,telangana,4460050448.486773,2065489.0,2020
peddapalle district,2,telangana,4788894395.201496,2293157.0,2020
nirmal district,2,telangana,2145022169.015835,835049.0,2020
mahabubabad district,2,telangana,3572106362.348245,1721463.0,2020
sangareddy district,2,telangana,8780427655.861984,4807036.0,2020
wanaparthy district,2,telangana,2330763455.8468223,1041972.0,2020
vikarabad district,2,telangana,2336128467.801978,1337076.0,2020
jagtial district,2,telangana,3565039911.672269,1504160.0,2020
yadadri bhuvanagiri district,2,telangana,4098335517.5745244,2018354.0,2020
medak district,2,telangana,2500774235.3230863,1281978.0,2020
mahbubnagar district,2,telangana,3401780719.062594,1726832.0,2020
jaya shankar bhalupally district,2,telangana,2683325971.192736,1118207.0,2020
warangal urban district,2,telangana,13617334891.58121,6239185.0,2020
rangareddy district,2,telangana,31273545586.261528,18068048.0,2020
hyderabad district,2,telangana,130820061488.3027,56374644.0,2020
suryapet district,2,telangana,5008825032.281716,2070003.0,2020
jogulamba gadwal district,2,telangana,2414251006.8884635,960673.0,2020
kamareddy district,2,telangana,3530203792.277664,1588473.0,2020
mulugu district,2,telangana,1498496960.2545443,548767.0,2020
medchal malkajgiri district,2,telangana,29732057894.607742,17860704.0,2020
karimnagar district,2,telangana,6621194087.94509,3030914.0,2020
mancherial district,2,telangana,4472790687.891081,2131238.0,2020
siddipet district,2,telangana,5240899389.901978,2417054.0,2020
khammam district,2,telangana,7845967966.504283,3329665.0,2020
narayanpet district,3,telangana,1902627904.6224701,783327.0,2020
nalgonda district,3,telangana,12019426389.40329,5228596.0,2020
jangaon district,3,telangana,4140321227.647342,2017277.0,2020
bhadradri kothagudem district,3,telangana,7671316620.377354,3196550.0,2020
warangal rural district,3,telangana,4962993534.951414,2344202.0,2020
kumuram bheem asifabad district,3,telangana,1675480569.699929,769865.0,2020
nizamabad district,3,telangana,8812060816.702126,3738711.0,2020
adilabad district,3,telangana,1988333702.679586,897345.0,2020
rajanna sircilla district,3,telangana,3102179679.4662027,1341971.0,2020
nagarkurnool district,3,telangana,5813967118.645211,2457619.0,2020
peddapalle district,3,telangana,6772933142.766051,3165247.0,2020
nirmal district,3,telangana,3114725315.3894467,1117211.0,2020
mahabubabad district,3,telangana,4294089771.5496726,2057383.0,2020
sangareddy district,3,telangana,12980683896.97625,6800085.0,2020
wanaparthy district,3,telangana,3016246622.662659,1234628.0,2020
vikarabad district,3,telangana,3284049784.051024,1608742.0,2020
jagtial district,3,telangana,5050134980.509495,2078603.0,2020
yadadri bhuvanagiri district,3,telangana,5838319417.216424,2675838.0,2020
medak district,3,telangana,4236040846.328572,1948206.0,2020
mahbubnagar district,3,telangana,5055802636.647903,2371373.0,2020
jaya shankar bhalupally district,3,telangana,3673328300.1233864,1439193.0,2020
warangal urban district,3,telangana,17470830635.33442,7847624.0,2020
rangareddy district,3,telangana,51787722036.04455,29573243.0,2020
hyderabad district,3,telangana,228448742377.476,99285803.0,2020
suryapet district,3,telangana,6451797391.596657,2745417.0,2020
jogulamba gadwal district,3,telangana,3465592564.837216,1269849.0,2020
kamareddy district,3,telangana,4253804723.600286,1931489.0,2020
mulugu district,3,telangana,1906993181.7619362,700289.0,2020
medchal malkajgiri district,3,telangana,48831695001.78223,28698311.0,2020
karimnagar district,3,telangana,9665080706.228874,4242409.0,2020
mancherial district,3,telangana,6633824054.497067,3056009.0,2020
siddipet district,3,telangana,7015923741.021015,3137039.0,2020
khammam district,3,telangana,10624076063.27388,4612672.0,2020
narayanpet district,4,telangana,2835819720.016362,1122820.0,2020
nalgonda district,4,telangana,19282405659.53585,7966177.0,2020
jangaon district,4,telangana,6561515594.088474,3031598.0,2020
bhadradri kothagudem district,4,telangana,12782078782.234621,5185352.0,2020
warangal rural district,4,telangana,7061015635.913547,3301035.0,2020
kumuram bheem asifabad district,4,telangana,2599620374.1924663,1255788.0,2020
nizamabad district,4,telangana,15245199022.577251,5857682.0,2020
adilabad district,4,telangana,3501126352.585686,1494484.0,2020
rajanna sircilla district,4,telangana,5123169526.190012,2158748.0,2020
nagarkurnool district,4,telangana,9022680672.803654,3613079.0,2020
peddapalle district,4,telangana,10874763808.44168,5150603.0,2020
nirmal district,4,telangana,4786165444.904333,1709052.0,2020
mahabubabad district,4,telangana,6391599550.6383295,2985467.0,2020
sangareddy district,4,telangana,22088541539.150494,11444304.0,2020
wanaparthy district,4,telangana,4653274168.989356,1878120.0,2020
vikarabad district,4,telangana,5380594708.229063,2521145.0,2020
jagtial district,4,telangana,8148634697.350504,3204589.0,2020
yadadri bhuvanagiri district,4,telangana,10126950083.3409,4445644.0,2020
medak district,4,telangana,6627122841.862165,2913551.0,2020
mahbubnagar district,4,telangana,8337765904.894909,3778283.0,2020
jaya shankar bhalupally district,4,telangana,5358552576.958319,2144371.0,2020
warangal urban district,4,telangana,25712185991.21158,11918795.0,2020
rangareddy district,4,telangana,89256130453.08656,53405219.0,2020
hyderabad district,4,telangana,243045184188.282,117008707.0,2020
suryapet district,4,telangana,10332732240.89793,4322234.0,2020
jogulamba gadwal district,4,telangana,4716814930.788985,1815083.0,2020
kamareddy district,4,telangana,7470236114.994879,3045875.0,2020
mulugu district,4,telangana,2751716832.141886,1080109.0,2020
medchal malkajgiri district,4,telangana,81801106073.41167,49900746.0,2020
karimnagar district,4,telangana,15369367186.015852,6853847.0,2020
mancherial district,4,telangana,10978959291.40608,5086014.0,2020
siddipet district,4,telangana,11662960489.77671,5009319.0,2020
khammam district,4,telangana,16464448770.04725,7035947.0,2020
narayanpet district,1,telangana,3310846779.258506,1167125.0,2021
nalgonda district,1,telangana,19628854223.15605,8018559.0,2021
jangaon district,1,telangana,6973669289.332453,3112444.0,2021
bhadradri kothagudem district,1,telangana,13659056643.170391,5386614.0,2021
warangal rural district,1,telangana,7121440709.901886,3145714.0,2021
kumuram bheem asifabad district,1,telangana,3157992830.755361,1378555.0,2021
nizamabad district,1,telangana,14665519256.295431,5831809.0,2021
adilabad district,1,telangana,4215815167.2820115,1676245.0,2021
rajanna sircilla district,1,telangana,5260861081.591413,2140974.0,2021
nagarkurnool district,1,telangana,10257144532.35046,3694212.0,2021
peddapalle district,1,telangana,10786831118.76783,5112755.0,2021
nirmal district,1,telangana,5096550372.246415,1744066.0,2021
mahabubabad district,1,telangana,6803110882.943872,2942202.0,2021
sangareddy district,1,telangana,23546322114.76531,12350347.0,2021
wanaparthy district,1,telangana,5057446529.389015,1880504.0,2021
vikarabad district,1,telangana,6288645224.650791,2667959.0,2021
jagtial district,1,telangana,8495922767.4980545,3293619.0,2021
yadadri bhuvanagiri district,1,telangana,10482121487.11289,4682204.0,2021
medak district,1,telangana,6251716708.054497,2852487.0,2021
mahbubnagar district,1,telangana,9130053733.19393,4009637.0,2021
jaya shankar bhalupally district,1,telangana,5545124764.41536,2105785.0,2021
warangal urban district,1,telangana,28292658503.0281,13629397.0,2021
rangareddy district,1,telangana,98883148961.30931,60675056.0,2021
hyderabad district,1,telangana,316572388133.7874,169703372.0,2021
suryapet district,1,telangana,11053139673.87052,4438459.0,2021
jogulamba gadwal district,1,telangana,4982989534.247987,1749281.0,2021
kamareddy district,1,telangana,7016072957.359795,2897037.0,2021
mulugu district,1,telangana,3293242509.204965,1158750.0,2021
medchal malkajgiri district,1,telangana,87516738646.29623,54854446.0,2021
karimnagar district,1,telangana,15385243676.854752,6934134.0,2021
mancherial district,1,telangana,11065632622.69674,5080342.0,2021
siddipet district,1,telangana,11905435424.435379,5117034.0,2021
khammam district,1,telangana,17657527187.36807,7140986.0,2021
narayanpet district,2,telangana,4363288456.829842,1654354.0,2021
nalgonda district,2,telangana,25305904142.33722,10161723.0,2021
jangaon district,2,telangana,9097534046.327433,4101984.0,2021
bhadradri kothagudem district,2,telangana,16726841230.68533,6854796.0,2021
warangal rural district,2,telangana,9608357753.675694,4096643.0,2021
kumuram bheem asifabad district,2,telangana,3616140631.829226,1750108.0,2021
nizamabad district,2,telangana,21755545090.473732,7753597.0,2021
adilabad district,2,telangana,4963034633.522783,2085591.0,2021
rajanna sircilla district,2,telangana,6928172010.622464,2831321.0,2021
nagarkurnool district,2,telangana,12210795742.45466,4876420.0,2021
peddapalle district,2,telangana,14414394127.10738,6670402.0,2021
nirmal district,2,telangana,7249341788.021781,2400460.0,2021
mahabubabad district,2,telangana,9057754916.76895,3894628.0,2021
sangareddy district,2,telangana,28799723416.878315,14851128.0,2021
wanaparthy district,2,telangana,6670336828.621042,2603925.0,2021
